Text,Lexicon,Emotion,Sentiment,Mood
imran khan buzdar please regularise sse teacher aeos without ppsc restlessness prevailing among 1100 ss aeo,khan(ru),Fear,Negative,Bad
imran khan buzdar please regularise sse teacher aeos without ppsc restlessness prevailing among 1100 ss aeo,khan(ru),Fear,Negative,Bad
imran khan buzdar please regularise sse teacher aeos without ppsc restlessness prevailing among 1100 ss aeo,khan(ru),Fear,Negative,Bad
finally gilgit officially 5th province pakistan without referendum isnt difference modi imran khan terrorist,khan(ru),Fear,Negative,Bad
need registration health cover upto million family even multiple private hospital thats pakistan want,registration(eu),Neutral,Neutral,Moderate
nic kpk health card well awesome achievement first time federal speaks man,man(ru),Neutral,Neutral,Moderate
afgan governmnet issuing visa pakistani job holder pakistan issuing visa afghan plz take notice request afghan government issue visa white collar community stuck,visa(eu),Neutral,Neutral,Moderate
imran khan buzdar please regularise sse teacher aeos without ppsc restlessness prevailing among 1100 ss aeo,khan(ru),Fear,Negative,Bad
imran khan buzdar please regularise sse teacher aeos without ppsc restlessness prevailing among 1100 ss aeo,khan(ru),Fear,Negative,Bad
strongly condemn decision prime minister imran khan kashmiri right change status state else,khan(ru),Fear,Negative,Bad
people party remained better noon league made party name name like noon whereas people party still carrying original name suggest imran khan may handover government,khan(ru),Fear,Negative,Bad
happy birthday imran khan brother,khan(ru),Fear,Negative,Bad
imran khan pti,khan(ru),Fear,Negative,Bad
year ago told family member voted imran khan end term proponent would still pointing cricket skmt achievement cant wrong though didnt know inflation unemployment would rise sharply time,khan(ru),Fear,Negative,Bad
tired cry enemy international student listening watchingmay ear eye pakistani chinese government,tired(eu),Sadness,Negative,Bad
4338 2178,lex not found,Neutral,Neutral,Moderate
purpose life given moment really important actually enjoy life matter rich thinking imran khan could lived easily cricket found new purpose started working towards otherwise would hella bored,khan(ru),Fear,Negative,Bad
tabah kry baigairat aurat milk nojawano apas larway imran khan taxi jail dalo plz,tabah(ru),Anger,Negative,Bad
subse ziada imran khan tiger force galia dene wali nani maryamsafdarmodi ushi naqshe qadam chalte hoye force bana kehte imran khan nahal samajdaar jalse darne force sub wohi seekha nano,khan(ru),Fear,Negative,Bad
hand,hand(eu),Neutral,Neutral,Moderate
approve kidnapping 13yr old girl man,man(ru),Neutral,Neutral,Moderate
people party remained better noon league like noon people party changed name party individual name unlike noon still carrying original name suggest imran khan may handover government opposition,khan(ru),Fear,Negative,Bad
much wan bet imran khan never received head,khan(ru),Fear,Negative,Bad
pakistani believed bhutto slogan bread clothes house every join time pakistan tried provide bread clothes house every never provide thing,believed(eu),Trust,Positive,Good
pakistan asa lider mila country awam sapna love great lider imran khan,khan(ru),Fear,Negative,Bad
want week delay,week(eu),Neutral,Neutral,Moderate
find arsehole burn alive wtf something,find(eu),Neutral,Neutral,Moderate
pti famous warrior condition learn fight condition,pti(ru),Neutral,Neutral,Moderate
wait imran khan erdogan hear china muslim charlie hebdo nothing ccp,khan(ru),Fear,Negative,Bad
watch show openly endorsing ayazsadiq122 statement gen bajwa criticizing worse way possible threatening join pdm praising nawaz maryam standing agnt,watch(eu),Anticipation,Positive,Good
ban france product,ban(eu),Disgust,Negative,Bad
trending peoplementionsusers pakistan 02nov20 034733,trending(eu),Neutral,Neutral,Moderate
imran khan critisize kertey iska matlab pmln fazlur rhaman chawwlion endorse kertey,khan(ru),Fear,Negative,Bad
pakistan,lex not found,Neutral,Neutral,Moderate
last thankful honourable prime minister declare 5th province pakistanthis wish dream gb peoplepeople pride,thankful(eu),Joy,Positive,Good
dear prime minister world stand islamophobia enough,dear(eu),Neutral,Positive,Moderate
ban france product karskte inke product khana haram,khana(ru),Neutral,Neutral,Moderate
imran khan,khan(ru),Fear,Negative,Bad
imran khan galti gai hia gareebo footpath murgy ban jata hia mana selected hia kch dhonky raja jata jata kam gia hun tussi kch dhonky dhounky rahna hoa,khan(ru),Fear,Negative,Bad
play chess let fun begin,fun(ru),Anticipation,Positive,Good
imrankhan,lex not found,Neutral,Neutral,Moderate
imran khan hour always,khan(ru),Fear,Negative,Bad
zafar hilaly biased analyst try defend wrong decision disqualification worst decision disqualify iqama disclosing employment sun business take financial benefit,biased(eu),Anger,Negative,Bad
trending peoplementionsusers pakistan 02nov20 024659,trending(eu),Neutral,Neutral,Moderate
ban france product pakistan,ban(eu),Disgust,Negative,Bad
let see ayaz sadiqs friend narendar modi attack pakistan announcement making gilgit baltistan 5th constitutional province pakistan provisionally,friend(eu),Joy,Positive,Good
anchor close establishment sabir shakir ghulam hussain kamran khan imran riaz khan almost everyone working arybol acted like enemy state since 2014 hope regime fall new regime pdm treat like prisoner war,ghulami(ru),Fear,Negative,Bad
please close school wedding hall second wave carona dangerous county,close(eu),Neutral,Neutral,Moderate
serf baton kam bny sahib,kam(ru),Neutral,Positive,Moderate
islamophobia killing muslim killing humanity around world,aground(ru),Fear,Negative,Bad
reckon ill day make biopic would great priveledge inshallah,ill(eu),Anger,Negative,Bad
190ad cleander advisor emperor commodus created grain shortage rome increase power stored grain roman starved commodus found cleander killed head thrown roman learn history,emperor(eu),Neutral,Neutral,Moderate
please ban franc product,ban(eu),Disgust,Negative,Bad
pakistan fighting elite class syndrome bunch goon descend parliament riding japanese made landcruisers would declare car necessity rather luxury ordinary pakistani citizen,fighting(eu),Anger,Negative,Bad
hello credible journalist tool jihadi antinational even antihuman credibility nation like take,credible(eu),Trust,Positive,Good
congrats people pakistan official 5th province thanks,people(eu),Neutral,Neutral,Moderate
declared make gilgit real province year nation politician exploited year false promise real leader imran khan kept promise thanks,khan(ru),Fear,Negative,Bad
built orange train lahore shahbaz sharif much costed 268 billion rupee money come loan repay loan including interest obviously imran khan agay khud samjhdar,khan(ru),Fear,Negative,Bad
trending peoplementionsusers pakistan 02nov20 014733,trending(eu),Neutral,Neutral,Moderate
wan pti,pti(ru),Neutral,Neutral,Moderate
pak government banning france banned type france thing material,pak(ru),Trust,Positive,Good
imran khan going start reply run opposition 7th nov hafizabad hafizabad set get first ever university govt hospital well announcement made 7th nov cement place pti hafizabad,khan(ru),Fear,Negative,Bad
ban france product pakistan proved day speech hope got power raise vice expect,ban(eu),Disgust,Negative,Bad
mark zuckerberg citizen pakistan user endorse letter ban islamophobia like social medium website banned questioning criticising holocaust copy repost agree,mark(eu),Neutral,Neutral,Moderate
behavior current government teacher disappointing regularise ss aeos rule otherwise department loose large number competent teacher,behavior(eu),Neutral,Neutral,Moderate
regularise ss appointing 2014 1417 adopt formula ss aeos,adopt(eu),Neutral,Neutral,Moderate
ppsc year nt recruited ssesaeos dont feel injustice,year(eu),Neutral,Neutral,Moderate
behalf people gilgit baltistan pay tribute thank prime minister imran khan announcing provisional province year dream constitutional right came true loyalty sacrifice people honoured true leader,khan(ru),Fear,Negative,Bad
people election campaign pti interested election campaign deal army pti must carry campaign must win election,pti(ru),Neutral,Neutral,Moderate
announced gilgit baltistan 5th province pakistan,province(eu),Neutral,Neutral,Moderate
100 stay,stay(eu),Neutral,Neutral,Moderate
interview pakistani der spiegel news paper germnay reporter susanne koelbl totally beyond fact imran khan lier human right situation medium freedom exporting terrorism,khan(ru),Fear,Negative,Bad
pdm,lex not found,Neutral,Neutral,Moderate
hassan nisar imran khan sidha saadha insan kushi mazdoor jhotha khana kha sekta chaprasi glass paani sekta tooti hoi chaarpai pay sakoon neend jaye insan ana bilkul faqeer insaan,khan(ru),Fear,Negative,Bad
imran khan sahib ban france product work muslim power please fast reason type think accept,khan(ru),Fear,Negative,Bad
even soul follow man game changer struggling player politics respect lot love,man(ru),Neutral,Neutral,Moderate
prophet muhammad saw life heart,prophet(eu),Anticipation,Positive,Good
waiting day exchange handsome picture imran khan grocery dont really care,khan(ru),Fear,Negative,Bad
pakistan turkey always dont jealous country,jealous(eu),Anger,Negative,Bad
bid please china imran khan govt announced provisional provincial status gilgit baltistan,khan(ru),Fear,Negative,Bad
dear congrats getting status plz dont mistake like ppl sindh look larkana visit feel pain see suffering caused bhutto simple educated ppl dont get deceived,dear(eu),Neutral,Positive,Moderate
imran khan shibli faraz,khan(ru),Fear,Negative,Bad
pakistani imran khan announced make provisional province pakistan announcement article 257 pakistani constitution drama form pti government condemn illegal act shall resist,khan(ru),Fear,Negative,Bad
imran khan hakumat nazron dono selected,khan(ru),Fear,Negative,Bad
best tell general ayub khan imran khan,khan(ru),Fear,Negative,Bad
please officially ban france product,ban(eu),Disgust,Negative,Bad
